DateHour,Wind_Speed_Actual_Knots,Production_Actual_MWh,Production_Forecast_1hour_MWh,Production_Forecast_6hour_MWh,Production_24hour_MWh,Electricity_Prices_Day_Ahead_Dollar,Electricity_Prices_Spot_Dollar,Potential_Hydrogen_Quantity,Revenue_If_All_Selling,Profit_If_All_Selling
09/02/2022 12:00,11.31,46.2763,48.539,37.5087,25.3234,106.37,101.85,1851.052,188529.6462,8366.75504
09/02/2022 13:00,11.05,43.1731,48.5323,43.3221,28.3026,107.95,101.6,1726.924,175455.4784,10965.9674
09/02/2022 14:00,13.86,85.1068,56.2842,55.0706,32.7858,106.15,101.26,3404.272,344716.5827,16646.89008
09/02/2022 15:00,13.19,73.333,65.4905,63.4814,38.8004,94.82,90.85,2933.32,266492.122,11645.2804
09/02/2022 16:00,13.6,80.4055,79.5161,63.9884,44.7067,116.89,110.38,3216.22,355006.3636,20937.5922
09/02/2022 17:00,10.49,36.9704,48.1435,48.2149,40.7161,145.68,138.13,1478.816,204268.8541,11165.0608
09/02/2022 18:00,11.11,43.8747,47.6706,52.2876,44.4671,154.83,145.56,1754.988,255456.0533,16268.73876
09/02/2022 19:00,13.7,82.1845,52.1189,61.2365,58.7707,151.52,145.75,3287.38,479135.635,18968.1826
09/02/2022 20:00,12.91,68.8693,63.5802,60.4318,69.9678,135.03,127.89,2754.772,352307.7911,19669.07208
09/02/2022 21:00,14.22,91.9451,80.6248,62.2734,71.0778,121.65,117.36,3677.804,431627.0774,15777.77916
09/02/2022 22:00,10.78,40.1271,51.387,50.7705,54.1367,112.52,107.17,1605.084,172016.8523,8587.1994
09/02/2022 23:00,13.33,75.7521,66.7298,70.087,74.536,100.26,95.95,3030.084,290736.5598,13059.66204
10/02/2022 00:00,11.34,46.604,49.6293,54.2643,57.9829,113.13,113.61,1864.16,211787.2176,-894.7968
10/02/2022 01:00,12.62,64.2648,61.4021,61.8399,65.3961,133.17,131.92,2570.592,339112.4966,3213.24
10/02/2022 02:00,14.88,105.2943,69.3635,63.8183,66.5405,132.07,130.51,4211.772,549678.3637,6570.36432
10/02/2022 03:00,9.55,27.8198,41.9498,41.9188,44.4052,124.39,124.03,1112.792,138019.5918,400.60512
10/02/2022 04:00,13.16,72.845,62.8634,59.618,70.8386,112.94,112.06,2913.8,326520.428,2564.144
10/02/2022 05:00,11.74,51.7164,48.3898,56.1306,58.8175,114.8,114.45,2068.656,236757.6792,724.0296
10/02/2022 06:00,11.92,54.135,56.5769,56.4097,56.5594,116.21,114.74,2165.4,248457.996,3183.138
10/02/2022 07:00,10.71,39.3491,43.5759,43.3281,45.7984,92.19,92.53,1573.964,145638.8889,-535.14776
10/02/2022 08:00,10.87,41.1145,42.8132,45.8629,46.7676,95.09,94.02,1644.58,154623.4116,1759.7006
10/02/2022 09:00,8.44,19.2113,25.0927,28.1802,31.8617,125.12,126.43,768.452,97155.38636,-1006.67212
10/02/2022 10:00,11.1,43.7958,33.3299,38.1963,45.6941,145.89,144.41,1751.832,252982.0591,2592.71136
10/02/2022 11:00,12.54,63.0946,39.1215,39.5606,47.6465,129.6,129.2,2523.784,326072.8928,1009.5136
10/02/2022 12:00,10.15,33.4234,39.2503,35.8155,37.7529,123.85,122.89,1336.936,164296.065,1283.45856
10/02/2022 13:00,7.89,15.6975,23.6303,22.9754,26.8923,95.88,95.52,627.9,59977.008,226.044
10/02/2022 14:00,5.77,6.1402,10.2884,14.204,18.1658,94.49,93.31,245.608,22917.68248,289.81744
10/02/2022 15:00,8.87,22.2869,13.5334,22.9602,28.7287,92.5,91.52,891.476,81587.88352,873.64648
10/02/2022 16:00,11.41,47.4684,20.9189,21.9104,36.3057,111.75,111.27,1898.736,211272.3547,911.39328
10/02/2022 17:00,6.52,8.855,14.7372,12.4598,16.4504,136.2,137.55,354.2,48720.21,-478.17
10/02/2022 18:00,9.64,28.6496,24.8078,19.2266,25.3353,154.07,152.53,1145.984,174796.9395,1764.81536
10/02/2022 19:00,7.19,11.8841,13.4159,16.1097,17.77,150.94,151.65,475.364,72088.9506,-337.50844
10/02/2022 20:00,6.12,7.3161,10.4249,11.6652,12.1695,135.57,135.35,292.644,39609.3654,64.38168
10/02/2022 21:00,6.96,10.7956,9.8621,11.5628,12.1913,124.25,124.61,431.824,53809.58864,-155.45664
10/02/2022 22:00,7.13,11.617,9.7831,12.2979,11.6833,93.61,92.71,464.68,43080.4828,418.212
10/02/2022 23:00,7.87,15.5883,12.5571,11.2283,11.75,92.87,92.63,623.532,57757.76916,149.64768
11/02/2022 00:00,6.64,9.3515,10.6241,10.0151,10.5052,91.77,92.21,374.06,34492.0726,-164.5864
11/02/2022 01:00,7.26,12.2613,12.2242,11.8079,11.75,107.56,107.43,490.452,52689.25836,63.75876
11/02/2022 02:00,11.65,50.531,19.7544,17.0644,11.75,103.75,104.34,2021.24,210896.1816,-1192.5316
11/02/2022 03:00,6.78,9.9718,14.4453,13.0148,10.8366,103.22,102.52,398.872,40892.35744,279.2104
11/02/2022 04:00,7.53,13.6825,16.9633,14.9103,11.75,99.93,98.48,547.3,53898.104,793.585
11/02/2022 05:00,7.05,11.2045,11.3777,13.7777,11.3067,99.68,100.28,448.18,44943.4904,-268.908
11/02/2022 06:00,8.03,16.5361,13.6927,17.1036,11.9362,121.77,120.68,661.444,79823.06192,720.97396
11/02/2022 07:00,8.28,18.1743,15.0969,13.6818,12.9589,101.69,100.9,726.972,73351.4748,574.30788
11/02/2022 08:00,11.27,45.8218,24.8567,19.1831,14.6147,137.44,135.95,1832.872,249178.9484,2730.97928
11/02/2022 09:00,15.81,126.4571,52.4108,32.8436,15.0643,138.57,140.05,5058.284,708412.6742,-7486.26032
11/02/2022 10:00,20.72,284.6777,129.4552,67.4488,17.3423,129.15,128.18,11387.108,1459599.503,11045.49476
11/02/2022 11:00,22.6,369.2308,244.9929,124.691,29.9006,113.01,111.79,14769.232,1651052.445,18018.46304
11/02/2022 12:00,19.63,241.9299,267.8528,186.7821,29.9006,116.18,114.64,9677.196,1109393.749,14902.88184
11/02/2022 13:00,18.53,203.5974,233.3034,219.2586,79.4452,113.41,112.91,8143.896,919527.2974,4071.948
11/02/2022 14:00,16,130.9344,157.8374,178.7755,128.6828,106.13,105.43,5237.376,552176.5517,3666.1632
11/02/2022 15:00,17.78,179.8565,169.5872,197.4856,154.1036,97.46,96.86,7194.26,696836.0236,4316.556
11/02/2022 16:00,18.4,199.233,168.2933,188.6677,189.3796,121.77,122.37,7969.32,975205.6884,-4781.592
11/02/2022 17:00,16.14,134.6208,151.5011,150.5414,160.4461,140.8,141.01,5384.832,759315.1603,-1130.81472
11/02/2022 18:00,11.93,54.3008,82.4335,87.581,108.17,168.73,169.17,2172.032,367442.6534,-955.69408
11/02/2022 19:00,16.96,156.0555,108.2072,137.0849,172.1805,171.78,173.19,6242.22,1081090.082,-8801.5302
11/02/2022 20:00,14.41,95.6201,95.8817,107.6677,128.2945,133.54,134.61,3824.804,514856.8664,-4092.54028
11/02/2022 21:00,18.47,201.4331,146.603,121.0012,167.6746,110.08,109.24,8057.324,880182.0738,6768.15216
11/02/2022 22:00,19.45,235.4934,169.7278,137.0803,167.6746,93.85,94.79,9419.736,892896.7754,-8854.55184
11/02/2022 23:00,20.24,265.1341,233.0449,183.6029,167.6746,90.45,89.99,10605.364,954376.7064,4878.46744
12/02/2022 00:00,16.52,144.3009,175.304,161.9243,155.6955,96.48,99.92,5772.036,576741.8371,-19855.80384
12/02/2022 01:00,17.72,178.0748,184.7617,189.7401,166.823,98.05,101.26,7122.992,721274.1699,-22864.80432
12/02/2022 02:00,17.07,159.2153,159.6748,175.5255,157.6301,86.17,88.91,6368.612,566233.2929,-17449.99688
12/02/2022 03:00,17.98,185.8804,174.1463,183.6839,168.4691,86.37,88.39,7435.216,657198.7422,-15019.13632
12/02/2022 04:00,14.72,101.9507,122.6806,125.207,132.4387,78.68,80.59,4078.028,328648.2765,-7789.03348
12/02/2022 05:00,15.87,127.8329,131.7243,137.784,147.2176,86.02,89.3,5113.316,456619.1188,-16771.67648
12/02/2022 06:00,12.68,65.1924,79.5793,91.029,108.7933,107.85,112.87,2607.696,294330.6475,-13090.63392
12/02/2022 07:00,11.56,49.39,61.9278,71.2397,91.1714,99.56,101.9,1975.6,201313.64,-4622.904
12/02/2022 08:00,16.99,156.7815,82.9934,94.7556,150.4549,112.72,115.96,6271.26,727215.3096,-20318.8824
12/02/2022 09:00,14.08,89.1969,90.4515,90.7099,110.9153,113.79,116.38,3567.876,415229.4089,-9240.79884
12/02/2022 10:00,15.2,112.3009,114.7749,89.6567,116.0586,111.62,115.38,4492.036,518291.1137,-16890.05536
12/02/2022 11:00,12.28,59.2072,71.3256,72.7158,80.7794,93.97,96.65,2368.288,228895.0352,-6347.01184
12/02/2022 12:00,13.24,74.1828,77.0306,83.988,84.3618,91.48,94.51,2967.312,280440.6571,-8990.95536
12/02/2022 13:00,12.5,62.5428,63.8159,69.9774,71.5851,93.97,96.44,2501.712,241265.1053,-6179.22864
12/02/2022 14:00,13.23,74.0843,70.1236,74.5809,74.1089,93.58,95.59,2963.372,283268.7295,-5956.37772
12/02/2022 15:00,11.48,48.3753,54.4693,55.4406,58.3208,93.6,95.67,1935.012,185122.598,-4005.47484
12/02/2022 16:00,11.65,50.5459,53.6763,55.7393,58.9106,107.16,110.31,2021.836,223028.7292,-6368.7834
12/02/2022 17:00,10.07,32.6921,37.7707,41.766,48.2722,121.19,127,1307.684,166075.868,-7597.64404
12/02/2022 18:00,10.69,39.0833,39.7066,43.2446,49.1707,134.1,137.36,1563.332,214739.2835,-5096.46232
12/02/2022 19:00,10.73,39.5643,37.0219,40.6265,46.7524,139.49,141.71,1582.572,224266.2781,-3513.30984
12/02/2022 20:00,8.66,20.7733,26.0966,27.5157,33.0684,117.17,122.47,830.932,101764.242,-4403.9396
12/02/2022 21:00,9.33,26.0071,27.0338,28.4402,34.144,109.56,113.22,1040.284,117780.9545,-3807.43944
12/02/2022 22:00,10.49,36.8873,27.3667,31.8048,38.0923,89.1,90.63,1475.492,133723.84,-2257.50276
12/02/2022 23:00,8.7,21.0934,24.1527,24.4549,28.7122,92.86,95.15,843.736,80281.4804,-1932.15544
13/02/2022 00:00,8.85,22.1378,24.0681,23.5186,27.9707,97.94,101.34,885.512,89737.78608,-3010.7408
13/02/2022 01:00,13.11,72.0255,34.1336,32.9104,34.7475,110.68,112.83,2881.02,325065.4866,-6194.193
13/02/2022 02:00,15.49,119.004,62.2133,46.4938,34.7475,87.05,90.12,4760.16,428985.6192,-14613.6912
13/02/2022 03:00,17.01,157.3874,112.411,64.4755,37.9747,82.61,84.59,6295.496,532536.0066,-12465.08208
13/02/2022 04:00,16.23,136.7627,136.9426,90.3805,38.2101,80.61,83.57,5470.508,457170.3536,-16192.70368
13/02/2022 05:00,20.73,284.9261,186.2202,144.0584,52.513,87.51,89.36,11397.044,1018439.852,-21084.5314
13/02/2022 06:00,18.83,213.6094,205.7348,176.1449,93.5581,109.66,112.2,8544.376,958678.9872,-21702.71504
13/02/2022 07:00,20.61,280.0549,258.0943,208.568,127.6776,104.07,109.25,11202.196,1223839.913,-58027.37528
13/02/2022 08:00,18.39,198.9288,213.68,208.2983,146.8337,123.37,126.93,7957.152,1010001.303,-28327.46112
13/02/2022 09:00,17.62,174.94,194.295,200.1505,166.0091,120.6,124.3,6997.6,869801.68,-25891.12
13/02/2022 10:00,15.79,125.9509,144.441,157.6969,145.0595,108.31,110.13,5038.036,554838.9047,-9169.22552
13/02/2022 11:00,18.2,192.9587,162.8917,190.3907,183.8022,93.76,96.01,7718.348,741038.5915,-17366.283
13/02/2022 12:00,22.5,364.2824,213.6011,202.5411,195.9286,89.21,90.81,14571.296,1323219.39,-23314.0736
13/02/2022 13:00,18.74,210.5579,229.1683,204.8594,204.6883,87.22,89.92,8422.316,757334.6547,-22740.2532
13/02/2022 14:00,21.59,321.8408,293.8169,232.2747,212.08,88.34,90.83,12873.632,1169311.995,-32055.34368
13/02/2022 15:00,18.86,214.4455,229.6793,234.1558,212.08,88.91,90.97,8577.82,780324.2854,-17670.3092
13/02/2022 16:00,18.45,200.8156,220.7589,227.7127,203.2224,110.82,112.6,8032.624,904473.4624,-14298.07072
13/02/2022 17:00,20.37,270.5042,227.3112,240.8984,205.6483,126.66,132.13,10820.168,1429668.798,-59186.31896
13/02/2022 18:00,19.64,242.4769,236.7581,245.0381,212.4958,131.57,137.16,9699.076,1330325.264,-54217.83484
13/02/2022 19:00,15.28,114.1294,153.2114,154.4089,158.2534,141.67,147.12,4565.176,671628.6931,-24880.2092
13/02/2022 20:00,17.97,185.4924,175.2863,191.3831,198.6883,127.48,131.04,7419.696,972276.9638,-26414.11776
13/02/2022 21:00,20.2,263.7519,180.898,208.9473,228.1743,106.25,109.46,10550.076,1154811.319,-33865.74396
13/02/2022 22:00,18.29,195.6689,204.3049,195.2746,203.9666,84.57,88.02,7826.756,688911.0631,-27002.3082
13/02/2022 23:00,18.48,201.8531,210.3395,187.9026,204.9537,85.15,89.12,8074.124,719565.9309,-32054.27228
14/02/2022 00:00,20.87,290.9145,226.8921,225.0606,208.0858,86.07,86.79,11636.58,1009938.778,-8378.3376
14/02/2022 01:00,17.9,183.4828,202.2913,203.3501,192.2703,90.9,90.32,7339.312,662886.6598,4256.80096
14/02/2022 02:00,18.5,202.6954,212.5128,207.7392,202.274,86.5,86.04,8107.816,697596.4886,3729.59536
14/02/2022 03:00,16.23,136.6972,154.0185,165.9824,165.791,86.55,86.82,5467.888,474722.0362,-1476.32976
14/02/2022 04:00,25.75,546.3759,262.1728,250.2652,198.745,88.25,88.82,21855.036,1941164.298,-12457.37052
14/02/2022 05:00,24.58,475.296,349.4387,279.3973,202.274,94.95,95.63,19011.84,1818102.259,-12928.0512
14/02/2022 06:00,18.23,193.8425,277.3554,235.218,198.0283,124.77,124.37,7753.7,964327.669,3101.48
14/02/2022 07:00,18.42,199.9973,234.1911,238.3976,200.4602,111.75,114.05,7999.892,912387.6826,-18399.7516
14/02/2022 08:00,15.08,109.6423,135.0094,178.7578,150.7066,135.08,137.2,4385.692,601716.9424,-9297.66704
14/02/2022 09:00,11.85,53.2556,78.4347,102.5005,109.9028,124.04,125.42,2130.224,267172.6941,-2939.70912
14/02/2022 10:00,15.12,110.6703,88.1145,117.5822,146.1978,105.05,105.21,4426.812,465744.8905,-708.28992
14/02/2022 11:00,14.82,104.0472,86.4843,106.6175,131.5905,98.52,97.94,4161.888,407615.3107,2413.89504
14/02/2022 12:00,16.89,154.1672,121.6936,102.7017,145.2572,89.33,88.26,6166.688,544271.8829,6598.35616
14/02/2022 13:00,21.91,336.2271,182.5753,133.9426,173.2484,88.85,88.35,13449.084,1188226.571,6724.542
14/02/2022 14:00,23.17,397.6716,281.8448,198.6435,173.2484,87.26,88.76,15906.864,1411893.249,-23860.296
14/02/2022 15:00,21.21,305.4268,324.8371,240.81,173.2484,91.19,91.37,12217.072,1116273.869,-2199.07296
14/02/2022 16:00,20.21,263.9307,290.6925,273.2445,176.0895,107.78,108.4,10557.228,1144403.515,-6545.48136
14/02/2022 17:00,19.32,230.7703,247.7519,265.3379,189.9015,123.99,126.37,9230.812,1166497.712,-21969.33256
14/02/2022 18:00,10.17,33.6624,76.4381,97.3968,90.4208,136.79,136.21,1346.496,183406.2202,780.96768
14/02/2022 19:00,9.81,30.2074,48.097,69.9235,87.0054,140.55,139.35,1208.296,168376.0476,1449.9552
14/02/2022 20:00,12.59,63.8628,40.9491,78.812,115.6808,127.66,127.45,2554.512,325572.5544,536.44752
14/02/2022 21:00,14.06,88.9399,57.4418,73.4323,133.1057,93.79,94.65,3557.596,336726.4614,-3059.53256
14/02/2022 22:00,18.97,218.3151,112.4976,72.2561,221.3858,87.14,89,8732.604,777201.756,-16242.64344
14/02/2022 23:00,21.35,311.3337,190.5293,115.8461,224.4851,90.38,89.83,12453.348,1118684.251,6849.3414
15/02/2022 00:00,32.28,1076.4673,453.4337,250.2492,224.4851,91.13,89.73,43058.692,3863656.433,60282.1688
15/02/2022 01:00,28.28,723.6209,651.2678,388.6704,224.4851,95.98,95.43,28944.836,2762205.699,15919.6598
15/02/2022 02:00,30.72,927.2258,901.2188,583.3006,224.4851,90.22,88.03,37089.032,3264947.487,81224.98008
15/02/2022 03:00,27.91,695.1046,735.5916,702.7163,262.0796,87.79,85.08,27804.184,2365579.975,75349.33864
15/02/2022 04:00,28.28,723.6407,750.3106,771.1807,477.8344,88.71,86.2,28945.628,2495113.134,72653.52628
15/02/2022 05:00,27.56,669.635,682.6803,706.343,675.943,101.17,98.78,26785.4,2645861.812,64017.106
15/02/2022 06:00,28.47,738.3365,710.1223,742.8349,709.2672,123.37,122.31,29533.46,3612237.493,31305.4676
15/02/2022 07:00,34.75,1100,886.2793,812.3188,723.6308,121.32,119.8,44000,5271200,66880
15/02/2022 08:00,33.19,1100,1061.6992,903.1858,730.964,146.63,142.44,44000,6267360,184360
15/02/2022 09:00,26.65,605.31,787.3106,731.6344,666.1632,130.71,127.68,24212.4,3091439.232,73363.572
15/02/2022 10:00,27.27,648.5652,713.7149,753.5693,685.4131,107.22,106.75,25942.608,2769373.404,12193.02576
15/02/2022 11:00,23.27,403.1678,470.457,571.9189,541.897,93.07,90.11,16126.712,1453178.018,47735.06752
15/02/2022 12:00,18.51,202.81,286.2924,347.2973,395.3514,87.18,85.37,8112.4,692555.588,14683.444
15/02/2022 13:00,20.64,281.1017,284.578,338.3483,443.5912,87.37,84.61,11244.068,951360.5935,31033.62768
15/02/2022 14:00,19.22,226.9622,231.199,275.4937,393.6237,87.95,85.1,9078.488,772579.3288,25873.6908
15/02/2022 15:00,19.08,222.0243,232.0719,241.1635,341.4272,92.57,89.66,8880.972,796267.9495,25843.62852
15/02/2022 16:00,15.48,118.758,149.1087,158.1051,209.8191,111.83,109.62,4750.32,520730.0784,10498.2072
15/02/2022 17:00,15.78,125.7734,138.0786,154.7062,182.0701,132.31,128.29,5030.936,645418.7794,20224.36272
15/02/2022 18:00,15.22,112.6808,115.8071,133.127,162.2167,138.36,134.24,4507.232,605050.8237,18569.79584
15/02/2022 19:00,17.44,169.7125,134.6601,146.3211,190.1995,136.21,132.01,6788.5,896149.885,28511.7
15/02/2022 20:00,17.02,157.6157,145.2081,135.7007,171.3075,118.04,116.52,6304.628,734615.2546,9583.03456
15/02/2022 21:00,34.98,1100,396.6674,259.278,185.7701,100.37,97.08,44000,4271520,144760
15/02/2022 22:00,23.19,398.9126,449.2092,320.9701,194.6987,92.17,89.95,15956.504,1435287.535,35423.43888
15/02/2022 23:00,26.14,571.4787,638.2691,428.747,194.6987,99.33,96.92,22859.148,2215508.624,55090.54668
16/02/2022 00:00,23.36,407.7467,430.9729,450.4756,194.6987,86.65,85.68,16309.868,1397429.49,15820.57196
16/02/2022 01:00,29.46,817.672,583.2201,659.8942,268.206,89.41,88.27,32706.88,2887036.298,37285.8432
16/02/2022 02:00,24.46,467.8712,506.2379,493.1436,403.3135,86.78,84.24,18714.848,1576538.796,47535.71392
16/02/2022 03:00,25.52,531.462,562.0156,539.9245,437.12,86.04,84.27,21258.48,1791452.11,37627.5096
16/02/2022 04:00,30.53,910.3291,618.1087,606.4143,498.9915,87.36,85.56,36413.164,3115510.312,65543.6952
16/02/2022 05:00,28.68,754.3845,720.5336,681.9055,551.2283,91.01,89.33,30175.38,2695566.695,50694.6384
16/02/2022 06:00,26.65,605.5378,675.1319,623.2619,588.344,111.71,109.05,24221.512,2641355.884,64429.22192
16/02/2022 07:00,26.42,589.8363,618.078,628.8468,580.6091,99.05,96.22,23593.452,2270161.951,66769.46916
16/02/2022 08:00,29.2,796.5131,659.7373,724.6957,597.6527,102.42,101.88,31860.524,3245950.185,17204.68296
16/02/2022 09:00,33.33,1100,833.8017,768.5672,677.2374,126.62,124.53,44000,5479320,91960
16/02/2022 10:00,23.27,403.3234,558.2411,531.9735,528.5085,137.8,136.37,16132.936,2200048.482,23070.09848
16/02/2022 11:00,14.94,106.6017,233.2695,263.0563,285.2071,122.02,119.54,4264.068,509726.6887,10574.88864
16/02/2022 12:00,19.79,248.0868,231.2294,338.3303,397.6173,107.81,106.44,9923.472,1056254.36,13595.15664
16/02/2022 13:00,24.39,463.9938,244.7965,396.5941,528.0071,90.26,88.4,18559.752,1640682.077,34521.13872
16/02/2022 14:00,28.08,707.9138,446.9711,344.9902,597.6527,91.07,89.15,28316.552,2524420.611,54367.77984
16/02/2022 15:00,32.02,1050.046,714.3736,433.5665,597.6527,91.48,89.16,42001.84,3744884.054,97444.2688
16/02/2022 16:00,31.33,984.0855,905.4617,638.2048,647.0806,113.08,109.71,39363.42,4318560.808,132654.7254
16/02/2022 17:00,27.94,698.0256,795.4606,728.7322,700.4889,138.42,135.55,27921.024,3784694.803,80133.33888
16/02/2022 18:00,29.76,843.1644,836.3027,845.9777,702.9581,155.23,151.1,33726.576,5096085.634,139290.7589
16/02/2022 19:00,31.14,965.5597,830.7396,902.131,702.9581,129.78,128.15,38622.388,4949459.022,62954.49244
16/02/2022 20:00,32.13,1060.6899,953.6759,904.0497,773.5696,104.23,101.31,42427.596,4298339.751,123888.5803
16/02/2022 21:00,32.51,1098.8718,1040.6862,925.1135,902.98,104.07,101.57,43954.872,4464496.349,109887.18
16/02/2022 22:00,30.43,901.2191,958.3235,935.5617,917.0275,94.17,92.05,36048.764,3318288.726,76423.37968
16/02/2022 23:00,24.61,476.5234,622.1676,656.8113,679.4226,127.37,127.17,19060.936,2423979.231,3812.1872
17/02/2022 00:00,30.11,873.1829,731.2759,859.8509,902.7708,115.71,113.61,34927.316,3968092.371,73347.3636
17/02/2022 01:00,28.37,730.7242,679.6079,763.2983,806.3995,111.71,109.51,29228.968,3200864.286,64303.7296
17/02/2022 02:00,31.33,984.1975,858.4734,777.7845,887.1272,81.19,79.99,39367.9,3149038.321,47241.48
17/02/2022 03:00,29.73,840.3627,843.9585,766.5481,863.5339,72.25,70.09,33614.508,2356040.866,72607.33728
17/02/2022 04:00,31.13,965.4539,928.5035,875.501,932.968,70.63,69.88,38618.156,2698636.741,28963.617
17/02/2022 05:00,32.1,1057.9144,951.7647,910.6315,932.968,62.31,60.54,42316.576,2561845.511,74900.33952
17/02/2022 06:00,33.38,1100,1068.5706,1003.2672,932.968,68.34,66.63,44000,2931720,75240
17/02/2022 07:00,31.65,1014.3131,1049.6522,1009.3188,932.968,69.88,67.71,40572.524,2747165.6,88042.37708
17/02/2022 08:00,34.57,1100,1100,1100,974.7957,88.95,85.67,44000,3769480,144320
17/02/2022 09:00,37.06,1100,1100,1100,999.1797,104.52,101.63,44000,4471720,127160
17/02/2022 10:00,35.43,1100,1100,1100,1035.9608,120.78,117.47,44000,5168680,145640
17/02/2022 11:00,38.07,1100,1100,1100,1100,88.09,85.62,44000,3767280,108680
17/02/2022 12:00,37.02,1100,1100,1100,1100,101.29,97.82,44000,4304080,152680
17/02/2022 13:00,29.71,839.2879,1080.3806,1100,1033.2612,98.42,97.47,33571.516,3272215.665,31892.9402
17/02/2022 14:00,31.52,1001.5399,1061.4332,1100,1100,105.22,101.75,40061.596,4076267.393,139013.7381
17/02/2022 15:00,29.79,845.5008,869.2343,1000.269,1036.8248,109.94,107.38,33820.032,3631595.036,86579.28192
17/02/2022 16:00,30.76,931.3789,924.6644,977.3672,1042.1796,115.33,112.48,37255.156,4190459.947,106177.1946
17/02/2022 17:00,32.02,1050.3494,939.9298,931.1268,1100,135.25,130.69,42013.976,5490806.523,191583.7306
17/02/2022 18:00,28.59,747.6351,823.3194,826.5677,879.3768,148.72,147.37,29905.404,4407159.387,40372.2954
17/02/2022 19:00,26.15,571.955,667.7952,687.7119,751.8692,146.04,141.26,22878.2,3231774.532,109357.796
17/02/2022 20:00,30.13,875.1831,724.3266,823.874,889.0139,97.78,94.74,35007.324,3316593.876,106422.265
17/02/2022 21:00,26.86,619.9294,649.9464,687.7041,733.5446,108.01,104.46,24797.176,2590313.005,88029.9748
17/02/2022 22:00,27.77,685.176,703.215,689.972,761.0791,79.15,77.05,27407.04,2111712.432,57554.784
17/02/2022 23:00,28.06,706.6159,669.8863,686.8607,750.2118,90.83,87.63,28264.636,2476830.053,90446.8352
18/02/2022 00:00,28.9,771.9871,720.6385,728.436,759.7461,91.96,88,30879.484,2717394.592,122282.7566
18/02/2022 01:00,14.5,97.5197,224.9781,250.5286,314.0421,93.29,90.07,3900.788,351343.9752,12560.53736
18/02/2022 02:00,16.42,141.604,192.1903,247.351,348.4432,88.18,83.89,5664.16,475166.3824,24299.2464
18/02/2022 03:00,17.91,183.6768,137.9091,238.3512,369.8143,83.79,80.56,7347.072,591880.1203,23731.04256
18/02/2022 04:00,17.07,159.0957,159.9704,186.9982,330.8241,86.53,83.14,6363.828,529088.6599,21573.37692
18/02/2022 05:00,16.33,139.2227,149.3614,140.7324,231.9517,101.94,97.79,5568.908,544583.5133,23110.9682
18/02/2022 06:00,21.95,338.4568,200.9009,184.5516,253.2371,131.64,124.06,13538.272,1679558.024,102620.1018
18/02/2022 07:00,17.97,185.6559,197.999,189.9436,184.6646,94.29,90,7426.236,668361.24,31858.55244
18/02/2022 08:00,19.84,249.6763,251.2643,206.8873,184.6646,102.77,96.61,9987.052,964849.0937,61520.24032
18/02/2022 09:00,27.7,680.0635,333.0798,286.1231,184.6646,122.59,116.28,27202.54,3163111.351,171648.0274
18/02/2022 10:00,20.15,261.8668,311.707,289.4736,184.6646,106.99,101.26,10474.672,1060665.287,60019.87056
18/02/2022 11:00,17.96,185.3842,254.0274,231.5329,185.4521,96.63,91.4,7415.368,677764.6352,38782.37464
18/02/2022 12:00,19.35,231.8772,224.876,262.7813,207.911,96,90.9,9275.088,843105.4992,47302.9488
18/02/2022 13:00,21.36,311.8402,239.3587,309.422,240.6671,95.89,90.16,12473.608,1124620.497,71473.77384
18/02/2022 14:00,22.36,357.7199,297.3442,265.1848,255.7232,96.05,91.51,14308.796,1309397.922,64961.93384
18/02/2022 15:00,26.16,572.7392,404.3816,315.2683,286.1266,97.2,91.69,22909.568,2100578.29,126231.7197
18/02/2022 16:00,26.56,599.2038,501.4452,397.349,286.1266,117.69,111.51,23968.152,2672688.63,148123.1794
18/02/2022 17:00,24.83,489.5906,520.409,456.417,334.2555,130.27,123.23,19583.624,2413289.986,137868.713
18/02/2022 18:00,28.96,776.5954,614.4057,547.6336,420.2129,145.84,138.17,31063.816,4292087.457,238259.4687
18/02/2022 19:00,30.69,924.4078,714.0924,660.7711,420.2129,157.84,148.68,36976.312,5497638.068,338703.0179
18/02/2022 20:00,24.85,490.7462,595.6756,562.9807,490.1682,134.58,127.47,19629.848,2502216.725,139568.2193
18/02/2022 21:00,23.36,407.7497,489.63,496.6892,447.6953,112.19,105.83,16309.988,1726086.03,103731.5237
18/02/2022 22:00,24.98,498.5879,464.4403,547.6121,494.6567,98.28,94.22,19943.516,1879078.078,80970.67496
18/02/2022 23:00,21.47,316.4752,358.0032,402.9641,398.9587,94.23,89.56,12659.008,1133740.756,59117.56736
19/02/2022 00:00,24.72,483.1592,427.0201,435.3188,488.8854,90.04,87.97,19326.368,1700140.593,40005.58176
19/02/2022 01:00,26.39,588.0329,452.9522,452.43,494.6567,103.62,101.8,23521.316,2394469.969,42808.79512
19/02/2022 02:00,28.32,726.5366,593.7349,510.4205,494.6567,92.48,90.6,29061.464,2632968.638,54635.55232
19/02/2022 03:00,27.37,655.9704,655.2204,540.0743,542.0811,91.84,89.47,26238.816,2347586.868,62185.99392
19/02/2022 04:00,23.94,439.0884,514.6053,502.5988,466.3209,93.11,90.05,17563.536,1581596.417,53744.42016
19/02/2022 05:00,26.48,594.0845,557.8481,594.745,494.6567,95.75,93.89,23763.38,2231143.748,44199.8868
